epoch,batch,train_loss,train_accuracy
16,775,0.9303489,0.75
16,776,1.0716271,0.45
16,777,1.2621294,0.4
16,778,1.2885427,0.5
16,779,0.9426977,0.55
16,780,1.2937604,0.55
16,781,1.0459683,0.5
16,782,1.1775267,0.45
16,783,1.4315493,0.35
16,784,0.8779688,0.65
16,785,0.94869804,0.55
16,786,0.9727622,0.55
16,787,1.0917432,0.5
16,788,0.85732573,0.65
16,789,0.9853694,0.65
16,790,1.022853,0.65
16,791,0.822142,0.6
16,792,0.9182023,0.65
16,793,1.1206762,0.6
16,794,1.3885136,0.4
16,795,1.0005442,0.6
16,796,0.9410862,0.7
16,797,1.0722086,0.5
16,798,0.7133775,0.8
16,799,1.097969,0.45
16,800,1.274322,0.45
17,801,0.93515635,0.6
17,802,1.2858483,0.65
17,803,0.9578139,0.8
17,804,1.3106613,0.4
17,805,0.9600595,0.6
17,806,0.95342195,0.6
17,807,0.9820914,0.6
17,808,1.5678967,0.25
17,809,1.0928711,0.5
17,810,0.93950856,0.7
17,811,1.2710749,0.55
17,812,1.0754702,0.6
17,813,1.1812164,0.5
17,814,0.9034214,0.55
17,815,0.7208664,0.7
17,816,0.9162998,0.55
17,817,1.008211,0.55
17,818,0.8263874,0.7
17,819,1.1183101,0.55
17,820,0.94125336,0.65
17,821,0.85221183,0.7
17,822,0.95195407,0.65
17,823,0.95874435,0.55
17,824,1.0645839,0.45
17,825,1.2503927,0.45
17,826,1.1124444,0.65
17,827,1.0324187,0.5
17,828,1.0213361,0.55
17,829,1.2710369,0.5
17,830,1.086176,0.75
17,831,1.1013377,0.55
17,832,1.0084645,0.6
17,833,1.0283964,0.5
17,834,1.0605505,0.5
17,835,0.80082333,0.7
17,836,0.96546304,0.65
17,837,1.0420388,0.5
17,838,1.4972613,0.3
17,839,1.0900667,0.65
17,840,1.439848,0.45
17,841,1.2369812,0.45
17,842,1.1261525,0.55
17,843,1.3412558,0.5
17,844,0.82711345,0.8
17,845,0.9776767,0.55
17,846,1.2320651,0.5
17,847,0.8995139,0.55
17,848,1.0688338,0.65
17,849,0.8839342,0.55
17,850,0.8435317,0.65
18,851,1.2824178,0.5
18,852,1.0066351,0.65
18,853,1.0875963,0.5
18,854,0.9658516,0.55
18,855,0.946256,0.7
18,856,0.797926,0.55
18,857,1.1329516,0.45
18,858,1.1775839,0.55
18,859,0.9948635,0.65
18,860,0.94859827,0.6
18,861,0.7633897,0.8
18,862,0.7481349,0.8
18,863,1.2694906,0.4
18,864,1.1568667,0.55
18,865,0.6565293,0.85
18,866,0.9165646,0.6
18,867,1.3276967,0.55
18,868,1.128253,0.65
18,869,1.0405586,0.45
18,870,1.4273639,0.4
18,871,0.8858492,0.7
18,872,1.0571669,0.6
18,873,1.2067188,0.5
18,874,0.9592434,0.4
18,875,1.0606638,0.55
18,876,1.3892624,0.35
18,877,1.121839,0.55
18,878,0.79531723,0.75
18,879,0.98235047,0.7
18,880,1.2555366,0.35
18,881,1.037792,0.6
18,882,0.7630215,0.8
18,883,1.1234462,0.5
18,884,0.65557563,0.75
18,885,1.2099572,0.5
18,886,1.0703425,0.55
18,887,1.1399939,0.5
18,888,0.99573386,0.5
18,889,0.9457806,0.6
18,890,1.1122323,0.6
18,891,0.97970694,0.6
18,892,1.2165626,0.55
18,893,1.0123073,0.55
18,894,0.76462954,0.75
18,895,1.0659752,0.7
18,896,0.98882407,0.55
18,897,0.9267651,0.65
18,898,0.8500264,0.7
18,899,0.7343937,0.7
18,900,1.2799442,0.45
19,901,1.1930029,0.45
19,902,0.82318604,0.55
19,903,1.2550052,0.5
19,904,0.6590113,0.75
19,905,0.9471518,0.45
19,906,0.77192795,0.7
19,907,1.084522,0.5
19,908,1.0474159,0.5
19,909,1.3959718,0.45
19,910,0.93278563,0.55
19,911,1.076509,0.5
19,912,0.7919535,0.7
19,913,1.1794116,0.5
19,914,0.71777034,0.65
19,915,1.2331808,0.5
19,916,1.2455155,0.5
19,917,1.0492704,0.5
19,918,0.6561297,0.8
19,919,0.7904399,0.65
19,920,0.9017979,0.7
19,921,0.93405426,0.6
19,922,1.0516135,0.5
19,923,1.0181268,0.55
19,924,0.92513496,0.65
19,925,1.0610727,0.6
19,926,1.2037374,0.55
19,927,0.9447762,0.55
19,928,1.0049958,0.55
19,929,1.0161458,0.6
19,930,1.0207428,0.6
19,931,1.0451416,0.75
19,932,1.166343,0.5
19,933,1.0054619,0.55
19,934,0.9209822,0.5
19,935,1.0063876,0.65
19,936,0.95063114,0.6
19,937,1.1527088,0.45
19,938,0.84235495,0.7
19,939,0.8880013,0.7
19,940,1.0048968,0.5
19,941,1.085994,0.45
19,942,0.7230534,0.65
19,943,0.87357986,0.7
19,944,1.3130322,0.4
19,945,0.8391733,0.65
19,946,0.9251405,0.55
19,947,1.1723335,0.45
19,948,0.9663907,0.5
19,949,0.73830193,0.75
19,950,0.94724435,0.65
20,951,0.9077624,0.75
20,952,0.89568806,0.65
20,953,1.1311808,0.5
20,954,1.0296881,0.6
20,955,1.0241286,0.7
20,956,0.97398645,0.55
20,957,0.94645673,0.55
20,958,0.89371365,0.65
20,959,1.0115227,0.6
20,960,0.87755144,0.8
20,961,1.1736662,0.55
20,962,0.9023434,0.7
20,963,1.0355759,0.6
20,964,0.9539235,0.65
20,965,1.0402648,0.6
20,966,1.1153569,0.4
20,967,1.2575166,0.5
20,968,1.0965456,0.6
20,969,0.8773947,0.6
20,970,1.0357094,0.65
20,971,1.0402901,0.65
20,972,0.95425206,0.55
20,973,1.3763193,0.3
20,974,0.7919649,0.65
20,975,1.152892,0.55
20,976,1.0549228,0.55
20,977,0.9079425,0.45
20,978,1.0077639,0.7
20,979,0.89223176,0.6
20,980,0.92615,0.6
20,981,0.9471089,0.6
20,982,0.7305435,0.65
20,983,0.98410237,0.6
20,984,1.2776197,0.55
20,985,0.9377329,0.7
20,986,1.1223059,0.65
20,987,1.0336797,0.45
20,988,1.1323313,0.45
20,989,1.318758,0.4
20,990,1.1950428,0.55
20,991,0.9069122,0.75
20,992,0.5466735,0.9
20,993,1.028582,0.6
20,994,1.018923,0.65
20,995,1.0638844,0.55
20,996,1.0769169,0.65
20,997,0.80763656,0.75
20,998,0.82813895,0.65
20,999,0.7429887,0.7
20,1000,1.2318658,0.45
21,1001,1.2394814,0.5
21,1002,0.9323721,0.6
21,1003,1.0737833,0.55
21,1004,0.741165,0.75
21,1005,0.8448696,0.7
21,1006,0.9845848,0.5
21,1007,1.2474892,0.3
21,1008,1.1275676,0.6
21,1009,1.1187999,0.4
21,1010,0.90212166,0.65
21,1011,1.1086724,0.6
21,1012,1.126002,0.45
21,1013,0.8486921,0.7
21,1014,0.7867757,0.65
21,1015,0.96666896,0.65
21,1016,0.9611395,0.5
21,1017,0.8788048,0.7
21,1018,0.9021918,0.7
21,1019,1.3814306,0.5
21,1020,0.9268278,0.75
21,1021,1.1640173,0.55
21,1022,0.80148983,0.7
21,1023,0.8714286,0.65
21,1024,0.9190341,0.6
21,1025,1.1001507,0.4
21,1026,0.7995709,0.8
21,1027,1.1151035,0.45
21,1028,0.95655775,0.6
21,1029,0.8760527,0.7
21,1030,1.1760466,0.5
21,1031,1.1294863,0.55
21,1032,1.0852764,0.45
21,1033,1.1216642,0.55
21,1034,0.95982426,0.6
21,1035,1.2745746,0.45
21,1036,0.91861296,0.65
21,1037,0.8378476,0.75
21,1038,0.93895036,0.65
21,1039,0.7178169,0.75
21,1040,0.8748973,0.6
21,1041,1.2242877,0.55
21,1042,1.1049178,0.5
21,1043,1.1458662,0.45
21,1044,0.7935872,0.65
21,1045,1.0021735,0.65
21,1046,0.91802216,0.55
21,1047,0.972798,0.65
21,1048,0.833934,0.75
21,1049,0.9656593,0.6
21,1050,1.2095015,0.65
22,1051,0.841606,0.65
22,1052,1.451186,0.5
22,1053,0.892733,0.7
22,1054,1.0699356,0.4
22,1055,0.8646239,0.65
22,1056,1.2822882,0.6
22,1057,0.9137198,0.65
22,1058,1.0595354,0.5
22,1059,0.9171365,0.65
22,1060,0.7249503,0.8
22,1061,1.2458522,0.5
22,1062,0.82138187,0.65
22,1063,1.6191012,0.3
22,1064,0.8922011,0.75
22,1065,0.95528543,0.6
22,1066,0.74973905,0.8
22,1067,0.98515147,0.7
22,1068,0.8862311,0.65
22,1069,1.2107465,0.6
22,1070,1.1259625,0.45
22,1071,1.0084584,0.5
22,1072,1.1779282,0.45
22,1073,1.0388215,0.55
22,1074,0.86862326,0.6
22,1075,0.9310354,0.65
22,1076,0.9254755,0.65
22,1077,0.90844357,0.6
22,1078,1.200785,0.45
22,1079,0.6667619,0.85
22,1080,0.9547537,0.6
22,1081,0.946973,0.65
22,1082,1.1040313,0.6
22,1083,1.0971382,0.55
22,1084,1.1953528,0.65
22,1085,1.1299727,0.45
22,1086,0.8887924,0.7
22,1087,0.902902,0.65
22,1088,0.8892042,0.6
22,1089,1.1818497,0.65
22,1090,0.78053105,0.75
22,1091,0.9419894,0.5
22,1092,0.9224798,0.65
22,1093,0.81065625,0.65
22,1094,1.215291,0.45
22,1095,0.79544663,0.8
22,1096,0.68321764,0.85
22,1097,1.1475527,0.55
22,1098,1.0874197,0.45
22,1099,0.96937484,0.65
22,1100,1.2040076,0.5
23,1101,1.1253204,0.5
23,1102,1.2055609,0.5
23,1103,1.4074688,0.4
23,1104,0.7984536,0.7
23,1105,0.80877525,0.55
23,1106,1.3735374,0.35
23,1107,1.0804121,0.5
23,1108,1.2402176,0.5
23,1109,1.0508755,0.6
23,1110,0.9269598,0.65
23,1111,0.83500814,0.6
23,1112,0.8651012,0.7
23,1113,1.2738302,0.5
23,1114,0.9249407,0.75
23,1115,0.7931457,0.7
23,1116,1.0500705,0.6
23,1117,1.0330365,0.5
23,1118,0.9948244,0.65
23,1119,0.85873634,0.85
23,1120,0.9051733,0.65
23,1121,0.94632035,0.55
23,1122,1.0292437,0.65
23,1123,1.0100975,0.55
23,1124,0.8426118,0.65
23,1125,0.67757785,0.7
23,1126,0.6048788,0.8
23,1127,1.1024504,0.65
23,1128,1.0550259,0.5
23,1129,1.1380299,0.45
23,1130,1.0097123,0.65
23,1131,1.0006306,0.5
23,1132,1.0759165,0.55
23,1133,1.1453022,0.5
23,1134,0.90848696,0.65
23,1135,0.7359947,0.8
23,1136,0.98743314,0.55
23,1137,0.89539516,0.6
23,1138,1.1949233,0.45
23,1139,0.750774,0.8
23,1140,0.9824301,0.7
23,1141,0.8781618,0.65
23,1142,1.2808948,0.5
23,1143,1.0383922,0.65
23,1144,1.1000429,0.45
23,1145,1.2475784,0.4
23,1146,0.8209974,0.65
23,1147,0.96493256,0.55
23,1148,1.1627,0.55
23,1149,1.0761824,0.6
23,1150,0.813958,0.7
24,1151,0.7672879,0.65
24,1152,0.9764298,0.55
24,1153,0.7799904,0.6
24,1154,1.0099752,0.6
24,1155,1.2132858,0.6
24,1156,0.98879874,0.55
24,1157,0.8509901,0.65
24,1158,0.92441857,0.65
24,1159,0.92520034,0.55
24,1160,1.1166449,0.55
24,1161,0.96423656,0.6
24,1162,0.96747386,0.65
24,1163,0.95356166,0.6
24,1164,1.277849,0.5
24,1165,1.6220963,0.35
24,1166,0.9293717,0.6
24,1167,1.0548005,0.45
24,1168,1.212389,0.4
24,1169,1.2981607,0.55
24,1170,0.9946348,0.55
24,1171,1.1002817,0.45
24,1172,0.9811753,0.6
24,1173,0.91950923,0.7
24,1174,1.0611674,0.5
24,1175,1.3394597,0.5
24,1176,0.9141453,0.7
24,1177,1.0532209,0.45
24,1178,1.5667111,0.45
24,1179,1.1115208,0.5
24,1180,0.9167266,0.7
24,1181,1.0110698,0.6
24,1182,1.1704156,0.5
24,1183,0.86792725,0.65
24,1184,0.8895181,0.65
24,1185,1.0672171,0.55
24,1186,0.87262505,0.65
24,1187,0.892892,0.75
24,1188,0.72964895,0.65
24,1189,1.2187477,0.45
24,1190,0.9336079,0.6
24,1191,0.8706478,0.75
24,1192,0.91016835,0.65
24,1193,1.2159646,0.6
24,1194,1.1585928,0.5
24,1195,0.89074004,0.75
24,1196,0.84852564,0.8
24,1197,0.89659965,0.65
24,1198,0.78045,0.7
24,1199,0.9378136,0.55
24,1200,0.8826891,0.65
25,1201,0.99210393,0.65
25,1202,0.83101,0.7
25,1203,0.993375,0.55
25,1204,0.9754733,0.7
25,1205,1.3319404,0.5
25,1206,0.7922494,0.8
25,1207,0.9510447,0.5
25,1208,1.3350089,0.4
25,1209,0.89358866,0.65
25,1210,1.0469224,0.55
25,1211,0.91788673,0.65
25,1212,0.91102535,0.7
25,1213,0.81517565,0.75
25,1214,0.9332386,0.55
25,1215,0.9713861,0.55
25,1216,0.8925478,0.4
25,1217,0.9027384,0.55
25,1218,0.9927273,0.6
25,1219,1.0946593,0.4
25,1220,1.3452878,0.35
25,1221,0.92159784,0.6
25,1222,1.3970823,0.4
25,1223,0.71040195,0.8
25,1224,1.0204315,0.55
25,1225,0.9436221,0.6
25,1226,0.98957384,0.7
25,1227,1.1630365,0.55
25,1228,0.93581706,0.65
25,1229,0.9807458,0.5
25,1230,1.0580344,0.5
25,1231,0.9333128,0.6
25,1232,1.107455,0.6
25,1233,0.81362504,0.7
25,1234,1.0337381,0.6
25,1235,1.0964671,0.55
25,1236,0.6113608,0.85
25,1237,0.8952077,0.6
25,1238,0.88906574,0.6
25,1239,1.1465867,0.6
25,1240,1.231365,0.45
25,1241,1.0357124,0.5
25,1242,0.91392076,0.55
25,1243,1.2094969,0.6
25,1244,1.3172735,0.5
25,1245,0.9220661,0.65
25,1246,1.0992681,0.6
25,1247,0.95474195,0.6
25,1248,0.90107566,0.65
25,1249,1.1696624,0.45
25,1250,0.82275265,0.8
26,1251,0.79207605,0.65
26,1252,1.0755818,0.55
26,1253,1.0544951,0.55
26,1254,1.0735734,0.55
26,1255,1.2173572,0.6
26,1256,0.71685946,0.75
26,1257,0.98840934,0.6
26,1258,0.8508747,0.7
26,1259,0.88243675,0.7
26,1260,0.713882,0.7
26,1261,0.8807564,0.65
26,1262,1.5726075,0.4
26,1263,1.3100445,0.4
26,1264,1.2715226,0.4
26,1265,1.2080805,0.5
26,1266,1.039372,0.55
26,1267,1.1053236,0.55
26,1268,0.8151288,0.75
26,1269,1.0485034,0.5
26,1270,0.8828598,0.75
26,1271,1.0297472,0.6
26,1272,1.0510392,0.45
26,1273,1.0019776,0.5
26,1274,1.0302888,0.5
26,1275,0.9752501,0.7
26,1276,1.2191652,0.5
26,1277,0.811396,0.7
26,1278,1.0411859,0.6
26,1279,1.3297813,0.45
26,1280,0.82628804,0.7
26,1281,0.6672526,0.8
26,1282,0.9370648,0.6
26,1283,1.0066857,0.45
26,1284,1.0284759,0.6
26,1285,0.6141977,0.85
26,1286,1.0417321,0.6
26,1287,1.41978,0.35
26,1288,0.99609697,0.7
26,1289,0.9090902,0.65
26,1290,1.0594503,0.6
26,1291,0.8215953,0.65
26,1292,1.0936239,0.5
26,1293,1.2808616,0.3
26,1294,0.89472806,0.6
26,1295,1.0962999,0.55
26,1296,1.1989017,0.55
26,1297,0.9675787,0.65
26,1298,0.9465806,0.65
26,1299,0.8613213,0.75
26,1300,0.8528341,0.75
27,1301,1.2136286,0.5
27,1302,0.80139124,0.7
27,1303,1.3086722,0.5
27,1304,0.9829391,0.6
27,1305,0.8767101,0.55
27,1306,1.1514637,0.65
27,1307,0.9189745,0.7
27,1308,0.76617754,0.7
27,1309,0.8567395,0.65
27,1310,1.1158078,0.65
27,1311,1.024971,0.4
27,1312,1.0698898,0.5
27,1313,0.64793146,0.9
27,1314,1.2544056,0.5
27,1315,1.3220805,0.45
27,1316,1.0068799,0.5
27,1317,0.6979977,0.75
27,1318,0.95326483,0.65
27,1319,0.9992347,0.7
27,1320,0.8788937,0.65
27,1321,1.0410186,0.55
27,1322,1.1389205,0.45
27,1323,0.87612665,0.8
27,1324,1.0297834,0.5
27,1325,0.7744531,0.65
27,1326,0.90640974,0.8
27,1327,1.0460255,0.6
27,1328,1.2900542,0.45
27,1329,0.88346463,0.65
27,1330,1.0561049,0.55
27,1331,0.94823253,0.65
27,1332,0.81760895,0.8
27,1333,0.8561535,0.8
27,1334,1.0518148,0.45
27,1335,1.0600624,0.45
27,1336,0.8615581,0.75
27,1337,0.9863512,0.35
27,1338,0.80750453,0.7
27,1339,0.8192053,0.65
27,1340,1.0556564,0.65
27,1341,1.0683118,0.5
27,1342,0.9855323,0.45
27,1343,1.4421799,0.5
27,1344,1.1717652,0.45
27,1345,1.1424474,0.45
27,1346,0.91380435,0.65
27,1347,1.1869508,0.45
27,1348,0.8686531,0.65
27,1349,1.115158,0.4
27,1350,0.955264,0.7
28,1351,0.92191344,0.65
28,1352,1.1277152,0.55
28,1353,0.9887805,0.6
28,1354,0.89652616,0.55
28,1355,0.77152306,0.7
28,1356,0.7491655,0.9
28,1357,1.4186904,0.4
28,1358,1.0359179,0.4
28,1359,1.1491048,0.5
28,1360,0.8250763,0.65
28,1361,0.9049717,0.7
28,1362,1.0122985,0.6
28,1363,1.1828793,0.5
28,1364,1.2220637,0.65
28,1365,0.77837586,0.7
28,1366,0.97618836,0.6
28,1367,0.98919564,0.6
28,1368,1.1418703,0.4
28,1369,0.9899105,0.65
28,1370,1.0538363,0.45
28,1371,1.3273225,0.45
28,1372,1.4341086,0.45
28,1373,1.058846,0.6
28,1374,0.84869975,0.65
28,1375,0.77198017,0.75
28,1376,0.74903786,0.8
28,1377,1.0966519,0.5
28,1378,0.93285465,0.65
28,1379,1.1161356,0.55
28,1380,0.7673651,0.7
28,1381,0.9094307,0.6
28,1382,0.94213563,0.6
28,1383,1.1700786,0.3
28,1384,0.76159257,0.75
28,1385,1.0824524,0.5
28,1386,0.9279213,0.6
28,1387,0.8808489,0.7
28,1388,0.8208062,0.7
28,1389,0.68930244,0.75
28,1390,1.0436056,0.65
28,1391,0.8404846,0.75
28,1392,1.1298442,0.55
28,1393,1.1184617,0.55
28,1394,0.6675591,0.8
28,1395,0.80441344,0.8
28,1396,0.9516179,0.55
28,1397,1.0455089,0.55
28,1398,0.91298115,0.65
28,1399,0.8717392,0.6
28,1400,0.91744936,0.7
29,1401,0.83973837,0.75
29,1402,0.7868291,0.7
29,1403,1.1146767,0.5
29,1404,1.2882421,0.4
29,1405,1.1340598,0.6
29,1406,1.1218046,0.5
29,1407,1.1122694,0.45
29,1408,1.0752683,0.45
29,1409,1.026736,0.6
29,1410,0.8803461,0.85
29,1411,1.1784275,0.35
29,1412,0.9194504,0.65
29,1413,1.1345301,0.5
29,1414,0.97545576,0.7
29,1415,1.0010512,0.55
29,1416,0.9064983,0.7
29,1417,1.122463,0.55
29,1418,1.062547,0.5
29,1419,1.1905137,0.45
29,1420,1.2981033,0.65
29,1421,0.9390129,0.6
29,1422,0.9891839,0.7
29,1423,1.2329772,0.35
29,1424,0.9621829,0.6
29,1425,1.0073185,0.5
29,1426,1.2608567,0.4
29,1427,0.8019513,0.6
29,1428,0.8911807,0.55
29,1429,0.9376828,0.65
29,1430,0.8582667,0.55
29,1431,0.82013786,0.7
29,1432,1.0653677,0.5
29,1433,0.98517764,0.5
29,1434,1.0833174,0.5
29,1435,0.6576702,0.8
29,1436,1.0957754,0.6
29,1437,1.0344034,0.65
29,1438,0.9741863,0.7
29,1439,1.0329369,0.7
29,1440,1.070554,0.65
29,1441,0.8642616,0.6
29,1442,0.8456852,0.7
29,1443,0.9027096,0.7
29,1444,0.70509005,0.7
29,1445,0.8477909,0.7
29,1446,1.0193275,0.55
29,1447,0.7483164,0.8
29,1448,1.0846562,0.55
29,1449,0.83643115,0.6
29,1450,0.9954276,0.65
30,1451,1.0931528,0.55
30,1452,0.7952071,0.7
30,1453,0.81792086,0.65
30,1454,0.9458941,0.65
30,1455,1.1110713,0.65
30,1456,0.71682453,0.8
30,1457,0.99346733,0.7
30,1458,0.81757146,0.65
30,1459,0.92278135,0.45
30,1460,0.8967498,0.65
30,1461,0.93008596,0.65
30,1462,1.0694349,0.6
30,1463,0.9999504,0.6
30,1464,1.048746,0.5
30,1465,1.0048306,0.55
30,1466,1.1886015,0.4
30,1467,1.0116452,0.65
30,1468,1.2552137,0.4
30,1469,0.8450135,0.65
30,1470,1.0022167,0.55
30,1471,0.87560976,0.6
30,1472,1.3485892,0.5
30,1473,0.97602594,0.6
30,1474,1.0437338,0.6
30,1475,1.5632433,0.25
30,1476,1.2574105,0.5
30,1477,1.1663023,0.5
30,1478,0.9361388,0.6
30,1479,1.1376178,0.5
30,1480,0.8439945,0.65
30,1481,1.0935003,0.6
30,1482,0.905783,0.6
30,1483,0.8601047,0.6
30,1484,1.0474089,0.65
30,1485,1.0820333,0.45
30,1486,0.9413126,0.6
30,1487,1.206649,0.5
30,1488,1.1740799,0.6
30,1489,1.4309297,0.35
30,1490,1.1787015,0.65
30,1491,0.8081683,0.65
30,1492,0.87924623,0.6
30,1493,1.0372407,0.5
30,1494,1.0831112,0.6
30,1495,1.0999321,0.5
30,1496,0.9707469,0.65
30,1497,0.765784,0.65
30,1498,0.80190325,0.7
30,1499,1.1945827,0.4
30,1500,1.2951998,0.5
